reward,RSRP,throughput,snr
5.483485168103144,-99.5536634034751,4849885.191643202,27.837719832764012
5.176003530860318,-99.41450559165563,4894533.950411509,28.744148033388466
5.421371956858593,-99.95742178528518,4720625.45368049,25.366340713207546
5.319066955860704,-99.39737913806687,4900032.325079193,28.857724714982897
5.327210923274032,-99.34896591595006,4915579.102373812,29.18121755487429
5.32680723448216,-99.75755420891102,4784556.832895024,26.561009618585842
5.393393256170615,-99.58578763774807,4839585.127633388,27.632567286717244
5.673344381297428,-100.45604059661764,4561629.557011147,22.614966061800544
5.096058867844422,-99.1317182484656,4985412.990051626,30.6780799661746
5.330213988869,-99.35283113925152,4914337.664290459,29.155257808847935
5.320944851555334,-99.46887601065592,4877083.403152428,28.386535999564472
5.536852182431971,-99.71356137400659,4798643.2708336795,26.831432673887836
5.713895353887406,-100.22057979529339,4636620.285027817,23.874925246991765
5.3038760265350025,-99.51764054586513,4861438.421755253,28.06958200357577
5.433845645962776,-99.56424310954245,4846492.704477619,27.769987805825117
5.269258561580232,-99.45486107793901,4881580.881377175,28.478288950295042
5.187888096897546,-99.304967515699,4929713.145798649,29.478355257050854
5.2272242300008,-99.45025216044908,4883060.019043276,28.508527362327992
5.503677744965756,-99.58035327607442,4841327.372520242,27.667165781892937
5.713895353887406,-100.22057979529339,4636620.285027817,23.874925246991765
5.605048493736561,-100.04082678536392,4693979.5077654105,24.883835487480532
5.131588785140107,-99.14029600384063,4982653.558275047,30.61754745326587
5.306674885822417,-99.52269112424464,4859818.403863286,28.0369577754738
5.290175378302391,-99.49286335529777,4869386.863338182,28.23018111710477
5.703439913430305,-100.20351298854645,4642062.265728622,23.968932984328593
5.836798859166435,-100.41814790381326,4573686.419867786,22.81314756139937
5.431840193866405,-99.74481852446277,4788634.249217335,26.639014089892655
5.249553444027938,-99.41886483341177,4893134.55076687,28.715310497992235
5.465666514828373,-99.70129042585691,4802573.32624383,26.907351828635427
5.439347886774847,-99.6593794931982,4815999.267484103,27.168274131820255
5.551139577920105,-99.95004952833946,4722981.656251138,25.409437276445985
5.318068049822123,-99.54321168971279,4853236.91822845,27.904794657442928
5.282187845527016,-99.47837642355111,4874034.942909263,28.324506877546426
5.502299650907506,-99.98725955475626,4711090.736032062,25.192661105264712
5.473118286671291,-99.8165230029139,4765683.244142429,26.202799862319974
5.424629734178915,-99.73221605764894,4792669.440881159,26.71642811953844
5.155428581460522,-99.24423496463741,4949230.577193272,29.893481919086014
5.4928078932658915,-99.85046456302875,4754824.150450202,25.998814400372513
5.1755957804279795,-99.3413274124601,4918032.55574726,29.23258753049848
5.424808643881875,-99.63615099954328,4823442.374244717,27.31397452672078
5.5255529676015644,-99.90654422259563,4736889.200742704,25.665254653755007
5.43914032961176,-99.75755420891102,4784556.832895024,26.561009618585842
5.235554034555317,-99.39317501400328,4901382.152250233,28.88567353787458
5.330804028185636,-99.6593794931982,4815999.267484103,27.168274131820255
5.197456366400851,-99.32276635579029,4923994.879019278,29.357790326492644
5.249553444027938,-99.41886483341177,4893134.55076687,28.715310497992235
5.35732160084374,-99.61344339629845,4830719.931335825,27.45716290193377
5.609709839226705,-100.04862052332892,4691490.595117633,24.83921963641632
5.473118286671291,-99.8165230029139,4765683.244142429,26.202799862319974
5.5104527491027415,-100.0023884492598,4706257.222588655,25.10505372322349
5.146435647064453,-99.22731189318768,4954670.671335415,30.010194536475392
5.243177647299367,-99.4831738608325,4872495.64389759,28.293235464761047
5.720909675769887,-100.38086874565903,4585552.37749361,23.00981492050441
5.484861322037338,-99.83678613179242,4759199.982810379,26.080828708391614
5.849902586390982,-100.29032404629795,4614390.3612625105,23.494575109044206
5.2095150319694845,-99.34513134855187,4916810.730523698,29.206994248823325
5.47700917399513,-99.82324350765374,4763532.870866783,26.16228360709489
5.30109682128707,-99.51262172512406,4863048.317303329,28.10203869775547
5.284831083245478,-99.4831738608325,4872495.64389759,28.293235464761047
5.688101683986053,-99.82324350765374,4763532.870866783,26.16228360709489
5.082157522961164,-99.10509867086918,4993977.50250505,30.866695163507472
5.130295627148646,-99.24133957969786,4950161.27966682,29.913418160343127
5.298337211600961,-99.50763462867528,4864648.099921572,28.134327405366715
5.428223794627044,-99.73850066089575,4790657.116988011,26.67779517984727
5.320966073411746,-99.5484215651328,4851566.145056347,27.871339630000996
5.187596247524706,-99.25310114003463,4946380.7283100365,29.8325162594043
5.320944851555334,-99.46887601065592,4877083.403152428,28.386535999564472
5.496816812071482,-99.85735482780389,4752620.096492835,25.95759889060138
5.211586541454766,-99.34896591595006,4915579.102373812,29.18121755487429
5.469250740067593,-99.80983630616618,4767822.92121555,26.243174570266323
5.47700917399513,-99.82324350765374,4763532.870866783,26.16228360709489
5.3268222278165505,-99.55893723983039,4848194.048102073,27.803935734396926
5.3700998089488685,-99.63615099954328,4823442.374244717,27.31397452672078
5.379904432002778,-99.65352339864562,4817875.603048477,27.20493296665679
5.513092172646956,-99.88525736501575,4743695.977029833,25.79136119041721
5.67780221622814,-100.16148640264197,4655466.652680197,24.20200574728205
5.517221397557468,-99.89231861852232,4741437.902198363,25.749460735248725
5.276852604724907,-99.39737913806687,4900032.325079193,28.857724714982897
5.435479011967916,-99.75116969236572,4786600.825301153,26.60008538902028
5.517221397557468,-99.89231861852232,4741437.902198363,25.749460735248725
5.836798859166435,-100.41814790381326,4573686.419867786,22.81314756139937
5.197456366400851,-99.32276635579029,4923994.879019278,29.357790326492644
5.184181951021081,-99.29806076092501,4931932.2991295885,29.52527313457017
5.435479011967916,-99.75116969236572,4786600.825301153,26.60008538902028
5.469250740067593,-99.80983630616618,4767822.92121555,26.243174570266323
