reward,RSRP,throughput,snr
3.89010880702637,-99.58163066300676,3239667.1542086964,8.489226276789823
2.0979557396368578,-108.957082530773,1944077.1623200304,2.855996812916575
1.097297298224007,-114.04766845887218,846267.4200000952,0.7992792493798813
1.5274417472174173,-110.95661669274153,1222962.6616684892,1.337723811896919
1.0581967155375773,-113.95655844154035,879609.8062463196,0.841492237882213
4.729327807704731,-99.49181709665268,4115374.2704215245,16.400224585080444
1.4078847084889026,-112.33884000375811,1248525.212049185,1.378964995320679
5.2700818216092955,-100.21812397253255,4119334.183666502,16.445157920631758
3.5881349440211365,-99.00226727120847,3308822.211297472,8.967446993175884
3.71409094652927,-99.29227931662084,3219442.249419851,8.360820320325917
1.0698892676663718,-113.95748970671488,958363.7592613309,0.9448262561895282
3.6148344130750605,-99.69927435881758,2910974.0683403276,6.559355811801103
5.154076712951456,-100.1637980291727,4059958.9894450335,15.743170471441823
1.3644683028033326,-112.37330675479046,1222393.0338653817,1.3362221167682518
1.009664162076037,-114.47473780497776,884888.4855267638,0.8480720842708489
1.4332615840039522,-111.95692241809844,1292289.8253028137,1.4524288971473494
4.501189991532579,-99.1273115940746,4141991.194118887,16.726283027040754
1.051489085570963,-113.95679123911344,974002.2622657713,0.9660575681762467
5.01851667973853,-99.49181709665268,4291010.877895928,18.650958013526076
3.9147631003753616,-100.1637980291727,2976877.0152669,6.908081674945708
4.505028674481151,-100.89649279236289,3641897.261993576,11.532517912255415
1.9429097155730712,-99.03219720694166,1328655.9423460134,1.5182701607599476
3.4980364876078474,-99.37835732365247,2985942.955520243,6.960736023698198
4.396691346660956,-99.34852949693735,3898450.7565012053,13.976386585333657
4.970481974739417,-100.1459900876035,3910760.340554055,14.10230852524875
3.4777239591058935,-100.36970680177495,2508725.3086082824,4.7223710510306995
1.1885365873605214,-113.53879756975363,1029860.9577259466,1.043827027774675
3.4173107564317404,-99.27453080064697,2954693.318226082,6.785749718431558
4.9653466501965475,-99.61963829962714,4239069.009295327,17.957076702055097
4.137476711937224,-99.63909287136487,3501126.680759416,10.369569735676661
4.165452951730605,-99.8057157326316,3376600.7049586014,9.433925976610412
3.6872735031129187,-99.45241909381275,3153516.124168133,7.939544891419733
0.9926785483945961,-114.38343950154595,812811.2250918604,0.7578688578929247
4.975777744629295,-99.69927435881758,4135740.257607377,16.645762442720898
4.156275075421724,-99.67218915906896,3445991.2819625875,9.954778771790107
1.3069041030493322,-112.95708233328448,1155661.0343829026,1.23039115217545
1.3763548467862614,-111.95773735564964,1266461.2081013026,1.4088586161921646
3.6061411003613872,-99.63909287136487,2897748.338890251,6.486335576386336
0.9998204031083372,-114.16063359279407,934159.3969785508,0.9124093031647277
4.92671740497487,-99.61322026824234,4256714.094977533,18.190107769208353
3.4024019141673403,-99.76221031270718,2681675.994030323,5.445408678500837
4.774738866498267,-99.61322026824234,4068588.2015800984,15.852005646673305
1.22002336079269,-112.95657295457582,1094328.4022389394,1.1374704580997745
1.0755290500369004,-113.95679123911344,858673.0087648851,0.814838147331218
1.032983699763791,-113.95668959356786,875587.2319043314,0.8362671032193048
4.531158133451619,-99.27453080064697,4085820.9676161855,16.048232115066135
4.888040590177655,-99.4691094937925,4284131.153833334,18.55772675467624
3.5304826666401623,-99.75508034664513,2716025.04862943,5.60116775974967
1.1261904439062553,-113.95773707831455,972340.9076977037,0.9637864459384776
1.3257696812259512,-112.95692233207534,1079594.3691342913,1.115661955420756
3.6170981396072364,-99.05716217578727,3274891.7454364365,8.73169755893953
4.537709403006988,-99.33883996203939,4084692.61040982,16.034566442501564
4.100329231526574,-100.23653467653206,3107524.2114104703,7.654546771492825
2.532095187369119,-99.62608960795718,1810235.2973075719,2.519405666745551
4.1874795096027055,-100.33088461951087,3120028.5025200075,7.733623108418928
4.037568826951001,-99.16413268118853,3639686.9741750085,11.528387339288603
3.08484217378511,-100.67890971930986,2438496.6263084942,4.4539286582743225
4.846827322282892,-99.41990919448592,4321633.47472581,19.073343973723777
4.4887760850031135,-99.38855382579084,3997373.6972699664,15.036965308342271
3.228282597435817,-99.89649289027751,2432487.506303945,4.421882156058086
0.9991059024055172,-113.96717113207401,972765.867699055,0.964378775876478
3.71049081126209,-99.06969746674073,3380044.1549342223,9.459370213640717
1.0701207466050224,-113.95708260496639,983000.5996343142,0.9783769682467307
5.0043538893439266,-99.59416670494474,4294112.055441107,18.693322574877083
2.19267930707674,-99.4579503444771,1527575.818674928,1.8921425297618526
1.0309343539653002,-113.95661652266392,983213.8129448561,0.9786694033462657
3.891599910872848,-99.37330651240728,3378654.875754606,9.448492342426274
4.985336537504407,-99.71302104298854,4185772.253214383,17.26957388941834
2.7242508024228833,-99.2046321761012,2218175.445976175,3.672340187965157
3.2911006540955885,-99.66550248411966,2638055.2823942206,5.265722753456475
4.207666300632936,-99.67890965464042,3492863.9520544023,10.30868994362272
4.488716436267768,-99.41460338325996,3936450.2764418796,14.375393783972982
4.632159973609763,-99.49181709665268,4025431.4416580833,15.351677061978986
4.332120939709172,-99.50918954537224,3730944.0556811094,12.335171997555957
2.713346084444272,-99.7409235709817,2040494.8223755031,3.138192469160785
1.1920488964661036,-113.96565666328908,966315.0841140188,0.9555917824848585
1.1387264935868857,-113.95801398255702,959666.8065320974,0.9465882776404874
1.0398414491791301,-113.95661652266392,699403.3599631537,0.6248924509894235
1.178676772618678,-113.60683595572034,1021584.7800135871,1.0321163399175681
1.1642642533124905,-113.55087034255101,800224.5596082059,0.7426844411027104
1.0488218882448965,-114.8504724292591,562606.8399760289,0.47762009006360656
2.762174272433354,-99.17843236076718,2331000.6229436747,4.067891282188379
0.9998330132084982,-114.1537268194306,955775.4699693124,0.9413185247858168
0.9991519756996993,-114.60683572377194,836620.3613661018,0.7871884632044535
1.0766279561439935,-114.04536976782592,692422.681702356,0.6170296588889952
2.0029566061169954,-99.50336609648457,1239776.7329179216,1.367295363775075
4.426716255395554,-99.27892144259633,3984618.530619189,14.894097508178998
4.010408118066275,-99.94378880058719,3150491.2251728466,7.916164120841596
4.217449671324788,-99.55695642127354,3581456.654155365,11.02390615201808
1.0830457136084295,-113.99154131131888,943134.4753521389,0.9243705422046574
4.423685282004956,-99.04766871012137,4163190.3213141635,16.987262519530432
1.1081572145321554,-113.95748970671488,852409.146984786,0.8069391496649778
4.734721534187241,-100.00885636922845,3753074.0646265447,12.535681757927751
1.1646466279459038,-113.95727139424278,967727.2976231042,0.9575223754189519
4.65007930371789,-99.19699332171307,4227286.235427092,17.805448053602618
0.999767772494434,-114.05235568452184,864739.2808788813,0.822498140309938
0.9998547690955663,-114.88101153261213,845485.5737729486,0.7981849941759489
3.640652615898081,-99.62608960795718,2986130.4156245636,6.966412356537994
